SITE_ID,SENSOR_SLOT_ID,START_DATETIME,END_DATETIME,INSTANCE,SERIAL_NUMBER,COMMENTS
RISEH,STP,2016-05-04 16:00:00,,1.0,2264,
RISEH,TDT1,2016-05-04 16:00:00,,1.0,6504125,
RISEH,TDT10,2016-05-04 16:00:00,,1.0,6504075,
RISEH,TDT2,2016-05-04 16:00:00,,1.0,6504066,
RISEH,TDT3,2016-05-04 16:00:00,2019-08-07 10:00:00,1.0,6504123,Replaced during RM due to cable damage
RISEH,TDT4,2016-05-04 16:00:00,,1.0,6504065,
RISEH,TDT5,2016-05-04 16:00:00,,1.0,6504058,
RISEH,TDT6,2016-05-04 16:00:00,,1.0,6504124,
RISEH,TDT7,2016-05-04 16:00:00,,1.0,6504076,
RISEH,TDT8,2016-05-04 16:00:00,,1.0,6504070,
RISEH,TDT9,2016-05-04 16:00:00,,1.0,6504122,
RISEH,RH,2016-05-04 16:00:00,2018-08-17 08:00:00,1.0,L1320540,
ROTHD,4CR,2014-07-25 08:00:00,2018-10-03 12:00:00,1.0,2148,
ROTHD,RG,2014-07-25 08:00:00,2018-04-11 10:30:00,1.0,342253,
ROTHD,COSMOS_MOD,2014-07-25 08:00:00,,1.0,HI-TC02-2043,
ROTHD,HF1,2014-07-25 08:00:00,,1.0,3646,
ROTHD,HF2,2014-07-25 08:00:00,,1.0,3647,
ROTHD,AWS,2014-07-25 08:00:00,2019-10-23 08:00:00,1.0,14080009,
ROTHD,PROFILE1,2014-07-25 08:00:00,2019-10-23 09:00:00,1.0,36379,Removed during CSL PPM
ROTHD,PROFILE2,2014-07-25 08:00:00,2019-10-23 09:00:00,1.0,36380,Removed during CSL PPM
ROTHD,PROFILE3,2014-07-25 08:00:00,2019-10-23 09:00:00,1.0,336381,Removed during CSL PPM
ROTHD,STP,2014-07-25 08:00:00,,1.0,2227,
ROTHD,TDT1,2014-07-25 08:00:00,,1.0,6501076,
ROTHD,TDT2,2014-07-25 08:00:00,,1.0,6501088,
ROTHD,AWS_ANEM,2014-07-25 08:00:00,2019-10-23 08:00:00,1.0,140808,
SHEEP,4CR,2013-10-24 14:30:00,2018-12-05 12:00:00,1.0,1918,
SHEEP,COSMOS_MOD,2013-10-24 14:30:00,2016-04-04 15:00:00,1.0,HI-TC01-1006,
SHEEP,HF2,2013-10-24 14:30:00,,1.0,3230,
SHEEP,RG,2013-10-24 14:30:00,2019-06-24 13:50:00,1.0,329003,
SHEEP,PROFILE2,2013-10-24 14:30:00,2020-02-11 08:30:00,1.0,35493,Removed during CSL PPM upgrade
SHEEP,STP,2013-10-24 14:30:00,,1.0,2210,
SHEEP,TDT1,2013-10-24 14:30:00,2017-04-12 11:30:00,1.0,6501036,
SHEEP,HF1,2013-10-24 14:30:00,2017-11-09 13:30:00,1.0,3229,
SHEEP,TDT2,2013-10-24 14:30:00,,1.0,6501034,
SHEEP,COSMOS_BARE,2013-10-24 14:30:00,2015-02-26 13:00:00,1.0,HI-TC01-1001,
SHEEP,COSMOS_MOD,2016-04-04 15:00:00,2016-08-24 08:30:00,2.0,HI-TC01-1027,
SHEEP,COSMOS_MOD,2016-08-24 08:30:00,2021-07-07 09:00:00,3.0,HI-TC01-1006,
SOURH,SNOW_DEPTH,2014-11-19 11:00:00,2018-10-16 12:00:00,1.0,5688,
SOURH,4CR,2014-11-19 11:00:00,2019-10-30 11:30:00,1.0,2130,
SOURH,RG,2014-11-19 11:00:00,,1.0,342248,
SOURH,PROFILE1,2014-11-19 11:00:00,2019-10-30 11:30:00,1.0,35910,Removed during CSL PPM
SOURH,PROFILE3,2014-11-19 11:00:00,2019-10-30 11:30:00,1.0,35912,Removed during CSL PPM
SOURH,TDT2,2014-11-19 11:00:00,,1.0,6501106,
SOURH,TDT1,2014-11-19 11:00:00,,1.0,6000136,
STGHT,4CR,2015-08-19 06:30:00,2020-07-21 00:00:00,1.0,2149,Swapped by CSL at PPM
STGHT,HF1,2015-08-19 06:30:00,,1.0,3671,
STGHT,HF2,2015-08-19 06:30:00,,1.0,3672,
STGHT,PROFILE2,2015-08-19 06:30:00,2019-09-12 12:00:00,1.0,35887,Removed during CSL PPM
STGHT,STP,2015-08-19 06:30:00,,1.0,2244,
STGHT,TDT1,2015-08-19 06:30:00,2021-07-07 09:00:00,1.0,6501303,
STGHT,TDT2,2015-08-19 06:30:00,2021-09-09 13:00:00,1.0,6501293,
STIPS,4CR,2014-11-06 15:00:00,2019-09-20 00:00:00,1.0,2146,Recovered for cal
STIPS,COSMOS_MOD,2014-11-06 15:00:00,2023-01-06 00:00:00,1.0,HI-TC02-2025,
STIPS,HF2,2014-11-06 15:00:00,,1.0,3656,
STIPS,HF1,2014-11-06 15:00:00,,1.0,3655,
STIPS,AWS,2014-11-06 15:00:00,2019-09-20 00:00:00,1.0,14040025,Recoverd for cal
STIPS,PROFILE2,2014-11-06 15:00:00,2016-03-08 13:30:00,1.0,35896,Removed due to flooded access tube
STIPS,PROFILE3,2014-11-06 15:00:00,2016-03-08 13:30:00,1.0,35897,Removed due to flooded access tube
STIPS,STP,2014-11-06 15:00:00,,1.0,2237,
STIPS,PROFILE1,2014-11-06 15:00:00,2016-03-08 13:30:00,1.0,35895,Removed due to flooded access tube
STIPS,TDT2,2014-11-06 15:00:00,,1.0,6501105,
STIPS,TDT1,2014-11-06 15:00:00,,1.0,6501121,
STIPS,AWS_ANEM,2014-11-06 15:00:00,2018-07-12 11:30:00,1.0,140403,
TADHM,TDT1,2014-10-14 12:00:00,,1.0,6501035,
TADHM,TDT2,2014-10-14 12:00:00,2016-08-27 17:00:00,1.0,6501002,TDT faulty - unplugged
TADHM,HF2,2014-10-14 12:00:00,,1.0,3231,
TADHM,PROFILE1,2014-10-14 12:00:00,2015-11-11 09:30:00,1.0,36367,Removed due to flooded access tube
TADHM,RG,2014-10-14 12:00:00,,1.0,342246,Installed on raised plinth due to likelihood of flooding.Base plate 101cm above ground.
TADHM,COSMOS_MOD,2014-10-14 12:00:00,,1.0,HI-TC02-2039,"Installed higher than standard installation due to likelihood of flooding. Base of tube 105cm above ground, mid-point 112cm above ground."
TADHM,HF1,2014-10-14 12:00:00,,1.0,3228,
TADHM,AWS,2014-10-14 12:00:00,2018-08-29 12:00:00,1.0,13200015,
TADHM,PROFILE2,2014-10-14 12:00:00,2015-11-11 09:30:00,1.0,36368,Removed due to flooded access tube
TADHM,PROFILE3,2014-10-14 12:00:00,2015-11-11 09:30:00,1.0,36369,Removed due to flooded access tube
TADHM,STP,2014-10-14 12:00:00,,1.0,2211,
TADHM,AWS_ANEM,2014-10-14 12:00:00,2019-12-11 00:00:00,1.0,140302,PPM
WADDN,4CR,2013-11-04 18:30:00,2018-10-04 12:00:00,1.0,1938,
WADDN,COSMOS_MOD,2013-11-04 18:30:00,2021-06-03 09:00:00,1.0,HI-TC01-1026,
WADDN,STP,2013-11-04 18:30:00,,1.0,2212,
WADDN,HF2,2013-11-04 18:30:00,,1.0,3233,
WADDN,TDT2,2013-11-04 18:30:00,2018-10-04 12:00:00,1.0,6501032,
WADDN,PROFILE1,2013-11-04 18:30:00,2020-02-13 00:00:00,1.0,35883,
WADDN,TDT1,2013-11-04 18:30:00,2018-10-04 12:00:00,1.0,6501040,
WADDN,RG,2013-11-04 18:30:00,2019-09-30 00:00:00,1.0,329000,Recovered due to 'noisy data'
WADDN,HF1,2013-11-04 18:30:00,,1.0,3232,
WADDN,AWS,2013-11-04 18:30:00,2014-09-30 16:30:00,1.0,13210003,
WADDN,PROFILE2,2013-11-04 18:30:00,2020-02-13 00:00:00,1.0,35884,
WADDN,PROFILE3,2013-11-04 18:30:00,2020-02-13 00:00:00,1.0,35885,
LODTN,HF1,2016-04-26 15:00:00,,1.0,4377,
PLYNL,AWS_SDM,2017-02-16 10:30:00,,2.0,E3768,
LODTN,PA,2016-04-26 15:00:00,2019-08-13 10:00:00,1.0,L1710069,
HARTW,LOGGER,2017-02-22 13:30:00,2019-08-30 00:00:00,2.0,9024,
HARTW,LOGGER,2014-05-20 13:30:00,2017-02-22 13:30:00,1.0,8900,
LODTN,STP,2016-04-26 15:00:00,,1.0,2263,
LODTN,TDT10,2016-04-26 15:00:00,,1.0,6504054,
LODTN,TDT2,2016-04-26 15:00:00,,1.0,6504060,
LODTN,TDT3,2016-04-26 15:00:00,,1.0,6504055,
LODTN,TDT4,2016-04-26 15:00:00,,1.0,6504077,
LODTN,TDT5,2016-04-26 15:00:00,,1.0,6504056,
LODTN,TDT6,2016-04-26 15:00:00,,1.0,6504061,
LODTN,TDT7,2016-04-26 15:00:00,,1.0,6504064,
LODTN,TDT8,2016-04-26 15:00:00,,1.0,6504063,
LODTN,TDT9,2016-04-26 15:00:00,,1.0,6504074,
LODTN,AWS_ANEM,2016-04-26 15:00:00,2022-04-28 12:00:00,1.0,160915,
CHIMN,HYGROCLIP,2013-10-02 13:30:00,2017-04-11 13:00:00,1.0,61223064,
LODTN,RH,2016-04-26 15:00:00,2018-04-23 12:00:00,1.0,L1320544,
CHOBH,HYGROCLIP,2015-02-24 14:00:00,2017-04-25 10:30:00,1.0,61222915,
CHOBH,HYGROCLIP,2017-04-25 10:30:00,2018-11-08 12:00:00,2.0,61019492,
LULLN,4CR,2014-12-16 15:30:00,2018-10-26 08:30:00,1.0,2142,
LULLN,AWS,2014-12-16 15:30:00,2016-03-16 12:00:00,1.0,14080008,
LULLN,PROFILE3,2014-12-16 15:30:00,2019-11-22 00:00:00,1.0,35867,Removed as part of PPM
LULLN,STP,2014-12-16 15:30:00,,1.0,2216,
LULLN,TDT1,2014-12-16 15:30:00,2022-08-23 00:00:00,1.0,6501057,
LULLN,RG,2014-12-16 15:30:00,2019-10-10 00:00:00,1.0,340989,Noisy
LULLN,COSMOS_MOD,2014-12-16 15:30:00,,1.0,HI-TC02-2028,
LULLN,HF2,2014-12-16 15:30:00,,1.0,3642,
LULLN,HF1,2014-12-16 15:30:00,2018-10-26 09:00:00,1.0,3641,
LULLN,AWS_ANEM,2014-12-16 15:30:00,2020-06-18 00:00:00,1.0,140807,Removed by DR during RM
MOORH,COSMOS_SNOW,2014-12-04 11:30:00,,1.0,HI-TC01-1182,
MOORH,SNOW_DEPTH,2014-12-04 11:30:00,2017-01-19 10:30:00,1.0,6077,
MOORH,4CR,2014-12-04 11:30:00,2019-09-04 00:00:00,1.0,2132,Recovered for cal during PPM
MOORH,COSMOS_MOD,2014-12-04 11:30:00,,1.0,HI-TC02-2012,
MOORH,HF2,2014-12-04 11:30:00,,1.0,3628,
MOORH,RG,2014-12-04 11:30:00,2019-07-31 00:00:00,1.0,342250,Recovered due to noisy data
MOORH,PROFILE1,2014-12-04 11:30:00,2015-11-05 11:00:00,1.0,36158,Removed due to flooded access tube
MOORH,STP,2014-12-04 11:30:00,,1.0,2219,
MOORH,TDT2,2014-12-04 11:30:00,,1.0,6501067,
MOORH,AWS_ANEM,2014-12-04 11:30:00,2019-09-18 00:00:00,1.0,140318,Replaced at 2nd PPM visit
MOORH,AWS,2014-12-04 11:30:00,2020-08-11 00:00:00,1.0,14040008,Replaced at PPM
MORLY,4CR,2014-05-14 05:00:00,2018-09-18 08:00:00,1.0,2159,
MORLY,HF1,2014-05-14 05:00:00,,1.0,3608,
MORLY,HF2,2014-05-14 05:00:00,,1.0,3683,
MORLY,AWS,2014-05-14 05:00:00,2019-09-24 07:00:00,1.0,14040024,
MORLY,RG,2014-05-14 05:00:00,2016-11-04 10:00:00,1.0,342255,
MORLY,PROFILE1,2014-05-14 05:00:00,2019-09-24 11:00:00,1.0,36382,Removed during CSL PPM
MORLY,PROFILE2,2014-05-14 05:00:00,2019-09-24 11:00:00,1.0,36383,Removed during CSL PPM
MORLY,PROFILE3,2014-05-14 05:00:00,2019-09-24 11:00:00,1.0,36384,Removed during CSL PPM
MORLY,STP,2014-05-14 05:00:00,,1.0,2240,
MORLY,TDT1,2014-05-14 05:00:00,2022-05-18 00:00:00,1.0,6501075,
MORLY,TDT2,2014-05-14 05:00:00,2022-05-18 00:00:00,1.0,6501090,
MORLY,AWS_ANEM,2014-05-14 05:00:00,2019-09-24 07:00:00,1.0,140806,
NWYKE,COSMOS_MOD,2014-10-16 09:00:00,,1.0,HI-TC02-2042,
NWYKE,4CR,2014-10-16 09:00:00,2019-12-12 09:00:00,1.0,2143,
NWYKE,HF2,2014-10-16 09:00:00,,1.0,3681,
NWYKE,HF1,2014-10-16 09:00:00,,1.0,3680,
NWYKE,RG,2014-10-16 09:00:00,2016-10-19 10:00:00,1.0,340988,
NWYKE,PROFILE2,2014-10-16 09:00:00,2015-11-02 07:30:00,1.0,36377,Removed due to flooded access tube
NWYKE,PROFILE3,2014-10-16 09:00:00,2015-11-02 07:30:00,1.0,36378,Removed due to flooded access tube
NWYKE,STP,2014-10-16 09:00:00,,1.0,2225,
NWYKE,TDT1,2014-10-16 09:00:00,,1.0,6501118,
NWYKE,TDT2,2014-10-16 09:00:00,,1.0,6501124,
NWYKE,AWS_ANEM,2014-10-16 09:00:00,2018-12-05 08:00:00,1.0,140404,
NWYKE,AWS,2014-10-16 09:00:00,2019-12-12 09:00:00,1.0,14090002,
NWYKE,PROFILE1,2014-10-16 09:00:00,2015-11-02 07:30:00,1.0,36376,Removed due to flooded access tube
PLYNL,COSMOS_MOD,2014-11-05 12:30:00,,1.0,HI-TC02-2044,
PLYNL,COSMOS_SNOW,2014-11-05 12:30:00,,1.0,HI-TC02-2034,
PLYNL,SNOW_DEPTH,2014-11-05 12:30:00,2016-04-09 09:30:00,1.0,5693,
PLYNL,4CR,2014-11-05 12:30:00,2019-09-19 08:30:00,1.0,2133,
PLYNL,RG,2014-11-05 12:30:00,,1.0,342254,
PLYNL,HF1,2014-11-05 12:30:00,,1.0,3660,
PLYNL,HF2,2014-11-05 12:30:00,,1.0,3661,
PLYNL,TBR2,2014-11-05 12:30:00,,1.0,,
PLYNL,PROFILE2,2014-11-05 12:30:00,2019-09-19 11:00:00,1.0,35890,Removed during CSL PPM
PLYNL,PROFILE3,2014-11-05 12:30:00,2019-09-19 11:00:00,1.0,35891,Removed during CSL PPM
PLYNL,PROFILE1,2014-11-05 12:30:00,2019-09-19 11:00:00,1.0,35889,Removed during CSL PPM
PLYNL,STP,2014-11-05 12:30:00,,1.0,2235,
PLYNL,TDT1,2014-11-05 12:30:00,,1.0,6501110,
PLYNL,TDT2,2014-11-05 12:30:00,,1.0,6501120,
PLYNL,AWS_ANEM,2014-11-05 12:30:00,2015-12-03 12:00:00,1.0,140804,
PORTN,4CR,2014-12-18 10:30:00,2020-01-28 00:00:00,1.0,2154,"4 components= 3454, 3465,3425,3426. No infor from CSL on which is which"
PORTN,COSMOS_MOD,2014-12-18 11:00:00,,1.0,HI-TC02-2029,
PORTN,HF2,2014-12-18 10:30:00,,1.0,3640,
PORTN,AWS,2014-12-18 11:00:00,2021-07-06 00:00:00,1.0,14040027,
PORTN,RG,2014-12-18 10:30:00,,1.0,340993,
PORTN,PROFILE1,2014-12-18 10:30:00,2020-01-28 00:00:00,1.0,36364,
PORTN,STP,2014-12-18 10:30:00,2021-07-06 00:00:00,1.0,2242,
PORTN,TDT1,2014-12-18 10:30:00,,1.0,6501055,
PORTN,TDT2,2015-01-03 08:00:00,2016-01-25 13:30:00,1.0,6501066,
PORTN,AWS_ANEM,2014-12-18 10:30:00,2017-08-08 10:00:00,1.0,140802,
RDMER,4CR,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,2129,
RDMER,RG,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,340995,
RDMER,HF1,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,3654,
RDMER,HF2,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,3657,
RDMER,PROFILE2,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,35881,
RDMER,PROFILE1,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,35880,
RDMER,PROFILE3,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,35882,
RDMER,AWS,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,14040009,
RDMER,STP,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,2241,
RDMER,TDT1,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,6501061,
RDMER,TDT2,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,6501051,
RDMER,AWS_ANEM,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,140401,
RDMER,COSMOS_MOD,2015-02-10 10:30:00,2018-09-19 08:00:00,1.0,HI-TC02-2011,
REDHL,COSMOS_MOD,2016-02-18 16:00:00,,1.0,HI-TC02-2041,
REDHL,AWS_ANEM,2016-02-18 16:00:00,2021-07-20 09:00:00,1.0,140320,
CARDT,MODEM_PRO,2017-09-26 09:30:00,2021-06-01 10:00:00,1.0,867377020460030,
CARDT,MODEM,2015-06-24 10:00:00,2017-09-26 09:30:00,1.0,,
HADLW,MODEM_PRO,2018-03-13 13:30:00,2020-09-09 10:45:00,1.0,867377021883735,Lost all its settings
HLACY,AWS_ANEM,2018-04-11 00:00:00,,1.0,160817,
HLACY,RG,2018-04-11 00:00:00,,1.0,368538,
HLACY,4CR,2018-04-11 00:00:00,2021-05-06 08:00:00,1.0,2454,
HLACY,HF1,2018-04-11 00:00:00,,1.0,4013,
HLACY,HF2,2018-04-11 00:00:00,,1.0,4020,
HLACY,STP,2018-04-11 00:00:00,,1.0,2253,
HLACY,TDT1,2018-04-11 00:00:00,,1.0,6504174,
HLACY,TDT2,2018-04-11 00:00:00,,1.0,6503216,
HLACY,COSMOS_MOD,2018-04-11 00:00:00,,1.0,HI-TC02-1085,
HLACY,TDT3,2018-04-11 00:00:00,,1.0,6504146,
HLACY,TDT4,2018-04-11 00:00:00,,1.0,6503256,
HLACY,TDT5,2018-04-11 00:00:00,,1.0,6504170,
HLACY,TDT6,2018-04-11 00:00:00,,1.0,6504157,
HLACY,TDT7,2018-04-11 00:00:00,,1.0,6504171,
HLACY,TDT8,2018-04-11 00:00:00,,1.0,6503201,
HLACY,TDT9,2018-04-11 00:00:00,,1.0,6503272,
HLACY,TDT10,2018-04-11 00:00:00,,1.0,6503231,
HLACY,PA,2018-04-11 00:00:00,2020-07-29 00:00:00,1.0,K442009,
HLACY,RH,2018-04-11 00:00:00,2019-08-12 10:00:00,1.0,M2920117,
HLACY,AWS_SDM,2018-04-11 00:00:00,,1.0,E5892,
HLACY,LOGGER,2018-04-11 00:00:00,2021-05-06 08:00:00,1.0,9889,Cal date 16/10/2014
HLACY,PHENOCAM_LENS1,2018-04-11 00:00:00,,1.0,5385942,IP 10.20.170.252
HLACY,PHENOCAM_LENS2,2018-04-11 00:00:00,,1.0,5375246,IP 10.20.170.252
HLACY,ETHERNET_115,2018-04-11 00:00:00,,1.0,4839,PPM on 29/07/2020 noted as NL116 with SN4839
HLACY,MODEM_PRO,2018-04-11 00:00:00,2021-05-06 08:00:00,1.0,8673770212652903,201706220301
SHEEP,HYGROCLIP_A,2018-07-05 11:00:00,2018-12-05 12:00:00,1.0,20135125,HC2A-S3
MOREM,ETHERNET_116,2018-11-16 12:30:00,,1.0,2739,
MOREM,4CR,2018-11-16 12:30:00,2021-07-09 12:00:00,1.0,2547,
MOREM,AWS_ANEM,2018-11-16 12:30:00,,1.0,180904,
MOREM,CHAIN,2018-11-16 12:30:00,,1.0,,
MOREM,COSMOS_MOD,2018-11-16 12:30:00,,1.0,HI-TC02-2051,
MOREM,DERIVED,2018-11-16 12:30:00,,1.0,,
MOREM,HF1,2018-11-16 12:30:00,,1.0,4666,
MOREM,HF2,2018-11-16 12:30:00,,1.0,4667,
MOREM,LOGGER,2018-11-16 12:30:00,2021-07-09 12:00:00,1.0,11011,Cal date 11/01/2016
MOREM,PA,2018-11-16 12:30:00,2020-07-22 00:00:00,1.0,M1050345,
MOREM,PHENOCAM_LENS1,2018-11-16 12:30:00,,1.0,5984513,IP 10.16.46.232
MOREM,PHENOCAM_LENS2,2018-11-16 12:30:00,,1.0,5368215,IP 10.16.46.232
MOREM,RG,2018-11-16 12:30:00,2019-05-20 00:00:00,1.0,387941,
MOREM,RH,2018-11-16 12:30:00,2019-09-13 00:00:00,1.0,M2920124,Replaced during PPM
MOREM,STP,2018-11-16 12:30:00,,1.0,2272,
MOREM,TDT1,2018-11-16 12:30:00,,1.0,6504120,
MOREM,TDT2,2018-11-16 12:30:00,,1.0,6504127,
MOREM,TDT3,2018-11-16 12:30:00,,1.0,6504130,
MOREM,TDT4,2018-11-16 12:30:00,,1.0,6504129,
MOREM,TDT5,2018-11-16 12:30:00,,1.0,6504133,
MOREM,TDT6,2018-11-16 12:30:00,,1.0,6504192,
MOREM,TDT7,2018-11-16 12:30:00,,1.0,6503217,
MOREM,TDT8,2018-11-16 12:30:00,,1.0,6503250,
MOREM,TDT9,2018-11-16 12:30:00,,1.0,6503234,
MOREM,TDT10,2018-11-16 12:30:00,,1.0,6504188,
MOREM,MODEM_PRO,2018-11-16 12:30:00,2021-07-09 12:00:00,1.0,867377022250652,111803140091
MOREM,AWS_SDM,2018-11-16 12:30:00,,1.0,3722,
BICKL,AWS_ANEM,2019-02-14 00:00:00,,2.0,140322,
CARDT,AWS,2015-06-24 10:00:00,2020-07-16 00:00:00,1.0,14040026,Swapped by CSL at PPM
RISEH,PHENOCAM_LENS1,2018-08-17 11:00:00,2019-06-26 12:00:00,2.0,5920807,IP:10.12.139.239 Replaced during CSL PPM
RISEH,PHENOCAM_LENS2,2018-08-17 11:00:00,2019-06-26 12:00:00,2.0,5920820,IP:10.12.139.239 Replaced during CSL PPM
RISEH,TDT3,2019-08-07 12:00:00,,2.0,6503303,
GISBN,AWS_ANEM,2019-08-29 12:50:00,,2.0,140402,
CGARW,MODEM_PRO,2018-06-28 12:00:00,2019-10-22 00:00:00,2.0,867377022253896,Possible fault
TADHM,HYGROCLIP_A,2019-12-11 00:00:00,2020-06-26 13:55:00,5.0,20134979,Replaced during RM due to wetting out
TADHM,AWS_ANEM,2019-12-11 00:00:00,,2.0,193706,Replcaed @ PPM due to intermittent fault
TADHM,4CR,2019-12-11 00:00:00,,2.0,2133,PPM
TADHM,4CR,2014-10-14 00:00:00,2019-12-11 00:00:00,1.0,2155,
TADHM,AWS,2019-12-11 00:00:00,2021-08-17 09:00:00,3.0,14040020,PPM
CARDT,PROFILE2,2015-06-24 10:00:00,2019-10-22 11:00:00,1.0,36150,Removed during CSL PPM
CARDT,HYGROCLIP_A,2019-10-24 12:00:00,2020-07-16 00:00:00,3.0,20135079,Replaced by CSL during PPM
CHIMN,PHENOCAM_LENS1,2013-10-02 13:30:00,2018-10-05 09:00:00,1.0,5919223,IP:10.12.148.170
HILLB,PHENOCAM_LENS1,2016-06-14 17:00:00,2018-11-15 15:00:00,1.0,5998561,IP:10.16.106.228
SOURH,PHENOCAM_LENS1,2014-11-19 11:00:00,2018-02-01 12:00:00,1.0,5918583,IP:10.12.112.239
HARWD,PHENOCAM_LENS2,2015-05-22 12:00:00,2018-10-16 09:00:00,1.0,5914387,IP:10.12.108.175
SOURH,PHENOCAM_LENS2,2014-11-19 11:00:00,2018-02-01 12:00:00,1.0,5914348,IP:10.12.112.239
CHOBH,PHENOCAM_LENS2,2015-02-24 14:00:00,2018-11-08 12:00:00,1.0,5913798,IP:10.11.119.42
LULLN,RG,2020-06-16 09:30:00,,3.0,PL2L-451662,
STIPS,RG,2014-11-06 15:00:00,2020-06-17 09:16:00,1.0,340990,Removed due to false measurements
STIPS,RG,2020-06-17 09:47:00,,2.0,PL2L-451658,
LODTN,RG,2016-04-26 15:00:00,2020-06-18 12:17:00,1.0,387936,Removed due to false measurements
LODTN,RG,2020-06-18 16:00:00,,2.0,PL2L-451661,
MOREM,RG,2020-06-19 12:26:00,,3.0,PL2L-451583,
EASTB,4CR,2014-08-13 11:30:00,2018-10-18 12:00:00,1.0,2140,Replaced during CSL PPM
EASTB,4CR,2020-06-26 15:25:00,2020-09-08 10:30:00,4.0,1464,Replaced due to SWout fault
TADHM,HYGROCLIP_A,2020-06-26 13:55:00,2021-08-17 09:00:00,6.0,20269145,
HENFS,AWS_ANEM,2020-06-25 10:00:00,,2.0,193704,
HENFS,MODEM_PRO,2020-06-25 12:00:00,2021-08-12 09:00:00,1.0,863879040896691,111909160073
SPENF,AWS_SDM,,,,E5896,"16-JUL-2020 PPM confirms SNon site, unknown when installed"
SPENF,PA,2020-07-15 00:00:00,2022-05-04 09:00:00,2.0,R1030765,Installed by CSL at PPM
SPENF,RH,2020-07-15 00:00:00,2021-06-16 09:00:00,4.0,N5050078,"CSL SN issue, not at site"
CARDT,4CR,2020-07-16 00:00:00,,2.0,2319,Installed by CSL at PPM
CARDT,AWS,2020-07-16 00:00:00,2022-03-15 11:00:00,2.0,14040015,Installed by CSL at PPM
CARDT,AWS_SDM,2020-01-01 00:00:00,,1.0,E3793,"SN noted at 16/07/2020 PPM, install date unknown"
CARDT,HYGROCLIP_A,2020-07-16 00:00:00,2021-06-01 10:00:00,4.0,20135006,Installed by CSL at PPM
CARDT,LOGGER,2020-07-16 00:00:00,2020-08-19 11:00:00,2.0,13072,Installed by CSL at PPM. Cal date 03/09/2019
HYBRY,RG,2020-07-24 12:34:00,,3.0,PL2L-451528,
BUNNY,4CR,2015-01-27 00:30:00,2020-07-17 00:00:00,1.0,2150,Swapped by CSL at PPM
BUNNY,COSMOS_MOD,2015-01-27 00:30:00,,1.0,HI-TC02-2024,SN confirmed at 17-Jul-20 PPM
BUNNY,4CR,2020-07-17 00:00:00,2022-04-26 12:00:00,2.0,2895,Installed by CSL at PPM
BUNNY,AWS,2020-07-17 00:00:00,2022-04-26 12:00:00,2.0,14040024,Installed by CSL at PPM
BUNNY,AWS_SDM,2020-07-17 00:00:00,,1.0,E3788,SDM-IO1  noted by CSL at PPM
BUNNY,HYGROCLIP_A,2020-07-17 00:00:00,2021-04-13 12:00:00,5.0,20135091,Installed by CSL during PPM
BUNNY,LOGGER,2020-07-17 00:00:00,,2.0,8471,Cal date 07/08/19. Installed by CSL at PPM.
BUNNY,TDT2,2020-07-17 00:00:00,,3.0,66503324,Installed by CSL at PPM.
STGHT,AWS,2015-08-19 06:30:00,2020-07-21 00:00:00,1.0,14040019,Swapped by CSL at PPM
STGHT,COSMOS_MOD,2015-08-19 06:30:00,,1.0,HI-TC02-2026,Confirmed at 21-JUL-20 PPM
STGHT,4CR,2020-07-21 00:00:00,,2.0,2156,Installed by CSL at PPM
STGHT,AWS,2020-07-21 00:00:00,2022-03-09 12:00:00,2.0,14080009,Installed by CSL at PPM
STGHT,AWS_SDM,2020-07-21 00:00:00,,1.0,E3775,SDM-IO1 SN 1st recorded by CSL at PPM 21-JUL-20
STGHT,HYGROCLIP_A,2020-07-21 00:00:00,2021-04-15 12:00:00,4.0,20269333,Installed by CSL at PPM
STGHT,LOGGER,2020-07-21 00:00:00,2020-10-23 00:00:00,2.0,13073,Installed by CSL at PPM. Cal date 03/09/2019
STGHT,PHENOCAM_LENS1,2020-07-21 00:00:00,,3.0,55919378,IP: 10.11.119.42 Installed by CSL during PPM
STGHT,PHENOCAM_LENS2,2020-07-21 00:00:00,,3.0,5913798,IP: 10.11.119.42 Installed by CSL during PPM
WADDN,ETHERNET_115,2014-01-27 12:00:00,2020-07-23 00:00:00,2.0,11044,Incorrect end date - checked at PPM and SN of installed confirmed as 2744
WADDN,ETHERNET_116,2020-01-23 00:00:00,,3.0,2744,Incorrect start date - checked at PPM and SN of installed confirmed as 2744
WADDN,AWS_SDM,2020-07-23 00:00:00,,1.0,E4866,"Incorrect start date, not previously recorded. Installed SN recorded at 23-07-2020 PPM."
WADDN,PA,2020-07-23 00:00:00,,2.0,K442012,Installed by CSL at PPM
